时间戳,通道1,通道2,通道3
5135.0,0.750111,-0.604599,0.435231
5136.0,0.754251,-0.614561,0.452123
5137.0,0.758362,-0.624425,0.468855
5138.0,0.762443,-0.634191,0.48542
5139.0,0.766493,-0.643857,0.501813
5140.0,0.770513,-0.653421,0.518027
5141.0,0.774503,-0.662881,0.534057
5142.0,0.778462,-0.672238,0.549898
5143.0,0.782391,-0.681488,0.565543
5144.0,0.786288,-0.69063,0.580987
5145.0,0.790155,-0.699663,0.596225
5146.0,0.79399,-0.708586,0.611251
5147.0,0.797794,-0.717397,0.62606
5148.0,0.801567,-0.726095,0.640646
5149.0,0.805308,-0.734678,0.655005
5150.0,0.809017,-0.743145,0.669131
5151.0,0.812694,-0.751494,0.683019
5152.0,0.816339,-0.759725,0.696664
5153.0,0.819952,-0.767836,0.710062
5154.0,0.823533,-0.775826,0.723208
5155.0,0.827081,-0.783693,0.736097
5156.0,0.830596,-0.791437,0.748724
5157.0,0.834078,-0.799055,0.761086
5158.0,0.837528,-0.806548,0.773177
5159.0,0.840945,-0.813913,0.784993
5160.0,0.844328,-0.821149,0.79653
5161.0,0.847678,-0.828256,0.807784
5162.0,0.850994,-0.835232,0.818751
5163.0,0.854277,-0.842076,0.829428
5164.0,0.857527,-0.848787,0.839809
5165.0,0.860742,-0.855364,0.849893
5166.0,0.863923,-0.861806,0.859674
5167.0,0.867071,-0.868112,0.86915
5168.0,0.870184,-0.874281,0.878317
5169.0,0.873262,-0.880312,0.887172
5170.0,0.876307,-0.886204,0.895712
5171.0,0.879316,-0.891955,0.903933
5172.0,0.882291,-0.897566,0.911834
5173.0,0.885231,-0.903036,0.91941
5174.0,0.888136,-0.908362,0.92666
5175.0,0.891007,-0.913545,0.93358
5176.0,0.893841,-0.918584,0.940169
5177.0,0.896641,-0.923478,0.946424
5178.0,0.899405,-0.928226,0.952343
5179.0,0.902134,-0.932828,0.957923
5180.0,0.904827,-0.937282,0.963163
5181.0,0.907484,-0.941588,0.96806
5182.0,0.910106,-0.945746,0.972614
5183.0,0.912692,-0.949754,0.976822
5184.0,0.915241,-0.953612,0.980683
5185.0,0.917755,-0.957319,0.984196
5186.0,0.920232,-0.960876,0.987359
5187.0,0.922673,-0.964281,0.990171
5188.0,0.925077,-0.967533,0.992631
5189.0,0.927445,-0.970633,0.994739
5190.0,0.929776,-0.973579,0.996493
5191.0,0.932071,-0.976371,0.997893
5192.0,0.934329,-0.97901,0.998939
5193.0,0.93655,-0.981494,0.999629
5194.0,0.938734,-0.983823,0.999965
5195.0,0.940881,-0.985996,0.999945
5196.0,0.942991,-0.988014,0.99957
5197.0,0.945063,-0.989876,0.99884
5198.0,0.947098,-0.991581,0.997755
5199.0,0.949096,-0.99313,0.996315
5200.0,0.951057,-0.994522,0.994522
5201.0,0.952979,-0.995757,0.992375
5202.0,0.954865,-0.996835,0.989876
5203.0,0.956712,-0.997755,0.987024
5204.0,0.958522,-0.998518,0.983823
5205.0,0.960294,-0.999123,0.980271
5206.0,0.962028,-0.99957,0.976371
5207.0,0.963724,-0.99986,0.972125
5208.0,0.965382,-0.999991,0.967533
5209.0,0.967001,-0.999965,0.962597
5210.0,0.968583,-0.999781,0.957319
5211.0,0.970127,-0.999439,0.951702
5212.0,0.971632,-0.998939,0.945746
5213.0,0.973099,-0.998281,0.939454
5214.0,0.974527,-0.997466,0.932828
5215.0,0.975917,-0.996493,0.925871
5216.0,0.977268,-0.995363,0.918584
5217.0,0.978581,-0.994075,0.910972
5218.0,0.979855,-0.992631,0.903036
5219.0,0.981091,-0.99103,0.894779
5220.0,0.982287,-0.989272,0.886204
5221.0,0.983445,-0.987359,0.877314
5222.0,0.984564,-0.985289,0.868112
5223.0,0.985645,-0.983064,0.858602
5224.0,0.986686,-0.980683,0.848787
5225.0,0.987688,-0.978148,0.838671
5226.0,0.988652,-0.975458,0.828256
5227.0,0.989576,-0.972614,0.817547
5228.0,0.990461,-0.969616,0.806548
5229.0,0.991308,-0.966466,0.795262
5230.0,0.992115,-0.963163,0.783693
5231.0,0.992883,-0.959707,0.771847
5232.0,0.993611,-0.9561,0.759725
5233.0,0.994301,-0.952343,0.747334
5234.0,0.994951,-0.948434,0.734678
5235.0,0.995562,-0.944376,0.72176
5236.0,0.996134,-0.940169,0.708586
5237.0,0.996666,-0.935814,0.69516
5238.0,0.997159,-0.93131,0.681488
5239.0,0.997613,-0.92666,0.667573
5240.0,0.998027,-0.921863,0.653421
5241.0,0.998402,-0.916921,0.639036
5242.0,0.998737,-0.911834,0.624425
5243.0,0.999033,-0.906603,0.609592
5244.0,0.999289,-0.901228,0.594542
5245.0,0.999507,-0.895712,0.579281
5246.0,0.999684,-0.890054,0.563814
5247.0,0.999822,-0.884255,0.548147
5248.0,0.999921,-0.878317,0.532285
5249.0,0.99998,-0.87224,0.516234
5250.0,1.0,-0.866025,0.5
5251.0,0.99998,-0.859674,0.483588
5252.0,0.999921,-0.853187,0.467004
5253.0,0.999822,-0.846565,0.450254
5254.0,0.999684,-0.839809,0.433345
5255.0,0.999507,-0.832921,0.416281
5256.0,0.999289,-0.825902,0.399069
5257.0,0.999033,-0.818751,0.381716
5258.0,0.998737,-0.811472,0.364227
5259.0,0.998402,-0.804064,0.346608
5260.0,0.998027,-0.79653,0.328867
5261.0,0.997613,-0.78887,0.311008
5262.0,0.997159,-0.781085,0.293039
5263.0,0.996666,-0.773177,0.274966
5264.0,0.996134,-0.765146,0.256795
5265.0,0.995562,-0.756995,0.238533
5266.0,0.994951,-0.748724,0.220187
5267.0,0.994301,-0.740335,0.201762
5268.0,0.993611,-0.73183,0.183265
5269.0,0.992883,-0.723208,0.164703
5270.0,0.992115,-0.714473,0.146083
5271.0,0.991308,-0.705624,0.127411
5272.0,0.990461,-0.696664,0.108693
5273.0,0.989576,-0.687595,0.089937
5274.0,0.988652,-0.678416,0.071149
5275.0,0.987688,-0.669131,0.052336
5276.0,0.986686,-0.659739,0.033504
5277.0,0.985645,-0.650244,0.01466
5278.0,0.984564,-0.640646,-0.004189
5279.0,0.983445,-0.630947,-0.023036
5280.0,0.982287,-0.621148,-0.041876
5281.0,0.981091,-0.611251,-0.0607
5282.0,0.979855,-0.601257,-0.079503
5283.0,0.978581,-0.591169,-0.098278
5284.0,0.977268,-0.580987,-0.117017
5285.0,0.975917,-0.570714,-0.135716
5286.0,0.974527,-0.56035,-0.154366
5287.0,0.973099,-0.549898,-0.172961
5288.0,0.971632,-0.539359,-0.191494
5289.0,0.970127,-0.528735,-0.20996
5290.0,0.968583,-0.518027,-0.228351
5291.0,0.967001,-0.507238,-0.246661
5292.0,0.965382,-0.496368,-0.264883
5293.0,0.963724,-0.48542,-0.283011
5294.0,0.962028,-0.474396,-0.301039
5295.0,0.960294,-0.463296,-0.318959
5296.0,0.958522,-0.452123,-0.336767
5297.0,0.956712,-0.440879,-0.354454
5298.0,0.954865,-0.429566,-0.372016
5299.0,0.952979,-0.418184,-0.389445
5300.0,0.951057,-0.406737,-0.406737
5301.0,0.949096,-0.395225,-0.423883
5302.0,0.947098,-0.383651,-0.440879
5303.0,0.945063,-0.372016,-0.457719
5304.0,0.942991,-0.360322,-0.474396
5305.0,0.940881,-0.348572,-0.490904
5306.0,0.938734,-0.336767,-0.507238
5307.0,0.93655,-0.324908,-0.523391
5308.0,0.934329,-0.312998,-0.539359
5309.0,0.932071,-0.301039,-0.555135
5310.0,0.929776,-0.289032,-0.570714
5311.0,0.927445,-0.276979,-0.58609
5312.0,0.925077,-0.264883,-0.601257
5313.0,0.922673,-0.252745,-0.616211
5314.0,0.920232,-0.240567,-0.630947
5315.0,0.917755,-0.228351,-0.645458
5316.0,0.915241,-0.216099,-0.659739
5317.0,0.912692,-0.203813,-0.673787
5318.0,0.910106,-0.191494,-0.687595
5319.0,0.907484,-0.179146,-0.701158
5320.0,0.904827,-0.166769,-0.714473
5321.0,0.902134,-0.154366,-0.727533
5322.0,0.899405,-0.141938,-0.740335
5323.0,0.896641,-0.129488,-0.752875
5324.0,0.893841,-0.117017,-0.765146
5325.0,0.891007,-0.104528,-0.777146
5326.0,0.888136,-0.092023,-0.78887
5327.0,0.885231,-0.079503,-0.800313
5328.0,0.882291,-0.06697,-0.811472
5329.0,0.879316,-0.054427,-0.822343
5330.0,0.876307,-0.041876,-0.832921
5331.0,0.873262,-0.029317,-0.843204
5332.0,0.870184,-0.016754,-0.853187
5333.0,0.867071,-0.004189,-0.862867
5334.0,0.863923,0.008377,-0.87224
5335.0,0.860742,0.020942,-0.881303
5336.0,0.857527,0.033504,-0.890054
5337.0,0.854277,0.04606,-0.898488
5338.0,0.850994,0.058609,-0.906603
5339.0,0.847678,0.071149,-0.914395
5340.0,0.844328,0.083678,-0.921863
5341.0,0.840945,0.096193,-0.929003
5342.0,0.837528,0.108693,-0.935814
5343.0,0.834078,0.121176,-0.942291
5344.0,0.830596,0.13364,-0.948434
5345.0,0.827081,0.146083,-0.95424
5346.0,0.823533,0.158503,-0.959707
5347.0,0.819952,0.170897,-0.964833
5348.0,0.816339,0.183265,-0.969616
5349.0,0.812694,0.195604,-0.974055
5350.0,0.809017,0.207912,-0.978148
5351.0,0.805308,0.220187,-0.981893
5352.0,0.801567,0.232427,-0.985289
5353.0,0.797794,0.244631,-0.988335
5354.0,0.79399,0.256795,-0.99103
5355.0,0.790155,0.26892,-0.993373
5356.0,0.786288,0.281002,-0.995363
5357.0,0.782391,0.293039,-0.996999
5358.0,0.778462,0.305031,-0.998281
5359.0,0.774503,0.316974,-0.999208
5360.0,0.770513,0.328867,-0.999781
5361.0,0.766493,0.340708,-0.999998
5362.0,0.762443,0.352495,-0.99986
5363.0,0.758362,0.364227,-0.999366
5364.0,0.754251,0.375901,-0.998518
5365.0,0.750111,0.387516,-0.997314
5366.0,0.745941,0.399069,-0.995757
5367.0,0.741742,0.41056,-0.993845
5368.0,0.737513,0.421985,-0.991581
5369.0,0.733255,0.433345,-0.988964
5370.0,0.728969,0.444635,-0.985996
5371.0,0.724653,0.455856,-0.982678
5372.0,0.720309,0.467004,-0.97901
5373.0,0.715936,0.478079,-0.974994
5374.0,0.711536,0.489078,-0.970633
5375.0,0.707107,0.5,-0.965926
5376.0,0.70265,0.510843,-0.960876
5377.0,0.698165,0.521605,-0.955485
5378.0,0.693653,0.532285,-0.949754
5379.0,0.689114,0.542881,-0.943686
5380.0,0.684547,0.553392,-0.937282
5381.0,0.679953,0.563814,-0.930545
5382.0,0.675333,0.574148,-0.923478
5383.0,0.670686,0.584391,-0.916083
5384.0,0.666012,0.594542,-0.908362
5385.0,0.661312,0.604599,-0.900319
5386.0,0.656586,0.614561,-0.891955
5387.0,0.651834,0.624425,-0.883275
5388.0,0.647056,0.634191,-0.874281
5389.0,0.642253,0.643857,-0.864976
5390.0,0.637424,0.653421,-0.855364
5391.0,0.63257,0.662881,-0.845448
5392.0,0.627691,0.672238,-0.835232
5393.0,0.622788,0.681488,-0.824719
5394.0,0.61786,0.69063,-0.813913
5395.0,0.612907,0.699663,-0.802817
5396.0,0.60793,0.708586,-0.791437
5397.0,0.60293,0.717397,-0.779775
5398.0,0.597905,0.726095,-0.767836
5399.0,0.592857,0.734678,-0.755625
5400.0,0.587785,0.743145,-0.743145
5401.0,0.58269,0.751494,-0.730401
5402.0,0.577573,0.759725,-0.717397
5403.0,0.572432,0.767836,-0.704139
5404.0,0.567269,0.775826,-0.69063
5405.0,0.562083,0.783693,-0.676876
5406.0,0.556876,0.791437,-0.662881
5407.0,0.551646,0.799055,-0.648651
5408.0,0.546394,0.806548,-0.634191
5409.0,0.541121,0.813913,-0.619505
5410.0,0.535827,0.821149,-0.604599
5411.0,0.530511,0.828256,-0.589478
5412.0,0.525175,0.835232,-0.574148
5413.0,0.519817,0.842076,-0.558614
5414.0,0.51444,0.848787,-0.542881
5415.0,0.509041,0.855364,-0.526956
5416.0,0.503623,0.861806,-0.510843
5417.0,0.498185,0.868112,-0.494549
5418.0,0.492727,0.874281,-0.478079
5419.0,0.48725,0.880312,-0.461439
5420.0,0.481754,0.886204,-0.444635
5421.0,0.476238,0.891955,-0.427673
5422.0,0.470704,0.897566,-0.41056
5423.0,0.465151,0.903036,-0.3933
5424.0,0.45958,0.908362,-0.375901
5425.0,0.45399,0.913545,-0.358368
5426.0,0.448383,0.918584,-0.340708
5427.0,0.442758,0.923478,-0.322927
5428.0,0.437116,0.928226,-0.305031
5429.0,0.431456,0.932828,-0.287026
5430.0,0.425779,0.937282,-0.26892
5431.0,0.420086,0.941588,-0.250718
5432.0,0.414376,0.945746,-0.232427
5433.0,0.408649,0.949754,-0.214053
5434.0,0.402906,0.953612,-0.195604
5435.0,0.397148,0.957319,-0.177085
5436.0,0.391374,0.960876,-0.158503
5437.0,0.385584,0.964281,-0.139864
5438.0,0.379779,0.967533,-0.121176
5439.0,0.373959,0.970633,-0.102445
5440.0,0.368125,0.973579,-0.083678
5441.0,0.362275,0.976371,-0.064881
5442.0,0.356412,0.97901,-0.04606
5443.0,0.350534,0.981494,-0.027224
5444.0,0.344643,0.983823,-0.008377
5445.0,0.338738,0.985996,0.010472
5446.0,0.33282,0.988014,0.029317
5447.0,0.326888,0.989876,0.048152
5448.0,0.320944,0.991581,0.06697
5449.0,0.314987,0.99313,0.085765
5450.0,0.309017,0.994522,0.104528
5451.0,0.303035,0.995757,0.123255
5452.0,0.297042,0.996835,0.141938
5453.0,0.291036,0.997755,0.16057
5454.0,0.285019,0.998518,0.179146
5455.0,0.278991,0.999123,0.197657
5456.0,0.272952,0.99957,0.216099
5457.0,0.266902,0.99986,0.234463
5458.0,0.260842,0.999991,0.252745
5459.0,0.254771,0.999965,0.270936
5460.0,0.24869,0.999781,0.289032
5461.0,0.242599,0.999439,0.307024
5462.0,0.236499,0.998939,0.324908
5463.0,0.230389,0.998281,0.342676
5464.0,0.224271,0.997466,0.360322
5465.0,0.218143,0.996493,0.377841
5466.0,0.212007,0.995363,0.395225
5467.0,0.205863,0.994075,0.412469
5468.0,0.19971,0.992631,0.429566
5469.0,0.193549,0.99103,0.44651
5470.0,0.187381,0.989272,0.463296
5471.0,0.181206,0.987359,0.479917
5472.0,0.175023,0.985289,0.496368
5473.0,0.168833,0.983064,0.512642
5474.0,0.162637,0.980683,0.528735
5475.0,0.156434,0.978148,0.544639
5476.0,0.150226,0.975458,0.56035
5477.0,0.144011,0.972614,0.575862
5478.0,0.13779,0.969616,0.591169
5479.0,0.131564,0.966466,0.606266
5480.0,0.125333,0.963163,0.621148
5481.0,0.119097,0.959707,0.635809
5482.0,0.112856,0.9561,0.650244
5483.0,0.106611,0.952343,0.664448
5484.0,0.100362,0.948434,0.678416
5485.0,0.094108,0.944376,0.692143
5486.0,0.087851,0.940169,0.705624
5487.0,0.081591,0.935814,0.718855
5488.0,0.075327,0.93131,0.73183
5489.0,0.06906,0.92666,0.744545
5490.0,0.062791,0.921863,0.756995
5491.0,0.056519,0.916921,0.769177
5492.0,0.050244,0.911834,0.781085
5493.0,0.043968,0.906603,0.792715
5494.0,0.03769,0.901228,0.804064
5495.0,0.031411,0.895712,0.815128
5496.0,0.02513,0.890054,0.825902
5497.0,0.018848,0.884255,0.836382
5498.0,0.012566,0.878317,0.846565
5499.0,0.006283,0.87224,0.856447
5500.0,0.0,0.866025,0.866025
5501.0,-0.006283,0.859674,0.875296
5502.0,-0.012566,0.853187,0.884255
5503.0,-0.018848,0.846565,0.8929
5504.0,-0.02513,0.839809,0.901228
5505.0,-0.031411,0.832921,0.909236
5506.0,-0.03769,0.825902,0.916921
5507.0,-0.043968,0.818751,0.92428
5508.0,-0.050244,0.811472,0.93131
5509.0,-0.056519,0.804064,0.93801
5510.0,-0.062791,0.79653,0.944376
5511.0,-0.06906,0.78887,0.950407
5512.0,-0.075327,0.781085,0.9561
5513.0,-0.081591,0.773177,0.961454
5514.0,-0.087851,0.765146,0.966466
5515.0,-0.094108,0.756995,0.971134
5516.0,-0.100362,0.748724,0.975458
5517.0,-0.106611,0.740335,0.979435
5518.0,-0.112856,0.73183,0.983064
5519.0,-0.119097,0.723208,0.986343
5520.0,-0.125333,0.714473,0.989272
5521.0,-0.131564,0.705624,0.99185
5522.0,-0.13779,0.696664,0.994075
5523.0,-0.144011,0.687595,0.995947
5524.0,-0.150226,0.678416,0.997466
5525.0,-0.156434,0.669131,0.99863
5526.0,-0.162637,0.659739,0.999439
5527.0,-0.168833,0.650244,0.999893
5528.0,-0.175023,0.640646,0.999991
5529.0,-0.181206,0.630947,0.999735
5530.0,-0.187381,0.621148,0.999123
5531.0,-0.193549,0.611251,0.998156
5532.0,-0.19971,0.601257,0.996835
5533.0,-0.205863,0.591169,0.995159
5534.0,-0.212007,0.580987,0.99313
5535.0,-0.218143,0.570714,0.990748
5536.0,-0.224271,0.56035,0.988014
5537.0,-0.230389,0.549898,0.984929
5538.0,-0.236499,0.539359,0.981494
5539.0,-0.242599,0.528735,0.97771
5540.0,-0.24869,0.518027,0.973579
5541.0,-0.254771,0.507238,0.969102
5542.0,-0.260842,0.496368,0.964281
5543.0,-0.266902,0.48542,0.959117
5544.0,-0.272952,0.474396,0.953612
5545.0,-0.278991,0.463296,0.947768
5546.0,-0.285019,0.452123,0.941588
5547.0,-0.291036,0.440879,0.935073
5548.0,-0.297042,0.429566,0.928226
5549.0,-0.303035,0.418184,0.92105
5550.0,-0.309017,0.406737,0.913545
5551.0,-0.314987,0.395225,0.905717
5552.0,-0.320944,0.383651,0.897566
5553.0,-0.326888,0.372016,0.889097
5554.0,-0.33282,0.360322,0.880312
5555.0,-0.338738,0.348572,0.871214
5556.0,-0.344643,0.336767,0.861806
5557.0,-0.350534,0.324908,0.852093
5558.0,-0.356412,0.312998,0.842076
5559.0,-0.362275,0.301039,0.83176
5560.0,-0.368125,0.289032,0.821149
5561.0,-0.373959,0.276979,0.810246
5562.0,-0.379779,0.264883,0.799055
5563.0,-0.385584,0.252745,0.787581
5564.0,-0.391374,0.240567,0.775826
5565.0,-0.397148,0.228351,0.763796
5566.0,-0.402906,0.216099,0.751494
5567.0,-0.408649,0.203813,0.738926
5568.0,-0.414376,0.191494,0.726095
5569.0,-0.420086,0.179146,0.713006
5570.0,-0.425779,0.166769,0.699663
5571.0,-0.431456,0.154366,0.686072
5572.0,-0.437116,0.141938,0.672238
5573.0,-0.442758,0.129488,0.658164
5574.0,-0.448383,0.117017,0.643857
5575.0,-0.45399,0.104528,0.62932
5576.0,-0.45958,0.092023,0.614561
5577.0,-0.465151,0.079503,0.599582
5578.0,-0.470704,0.06697,0.584391
5579.0,-0.476238,0.054427,0.568993
5580.0,-0.481754,0.041876,0.553392
5581.0,-0.48725,0.029317,0.537594
5582.0,-0.492727,0.016754,0.521605
5583.0,-0.498185,0.004189,0.505431
5584.0,-0.503623,-0.008377,0.489078
5585.0,-0.509041,-0.020942,0.472551
5586.0,-0.51444,-0.033504,0.455856
5587.0,-0.519817,-0.04606,0.438999
5588.0,-0.525175,-0.058609,0.421985
5589.0,-0.530511,-0.071149,0.404822
5590.0,-0.535827,-0.083678,0.387516
5591.0,-0.541121,-0.096193,0.370071
5592.0,-0.546394,-0.108693,0.352495
5593.0,-0.551646,-0.121176,0.334794
5594.0,-0.556876,-0.13364,0.316974
5595.0,-0.562083,-0.146083,0.299041
5596.0,-0.567269,-0.158503,0.281002
5597.0,-0.572432,-0.170897,0.262863
5598.0,-0.577573,-0.183265,0.244631
5599.0,-0.58269,-0.195604,0.226311
5600.0,-0.587785,-0.207912,0.207912
5601.0,-0.592857,-0.220187,0.189438
5602.0,-0.597905,-0.232427,0.170897
5603.0,-0.60293,-0.244631,0.152296
5604.0,-0.60793,-0.256795,0.13364
5605.0,-0.612907,-0.26892,0.114937
5606.0,-0.61786,-0.281002,0.096193
5607.0,-0.622788,-0.293039,0.077415
5608.0,-0.627691,-0.305031,0.058609
5609.0,-0.63257,-0.316974,0.039783
5610.0,-0.637424,-0.328867,0.020942
5611.0,-0.642253,-0.340708,0.002094
5612.0,-0.647056,-0.352495,-0.016754
5613.0,-0.651834,-0.364227,-0.035597
5614.0,-0.656586,-0.375901,-0.054427
5615.0,-0.661312,-0.387516,-0.073238
5616.0,-0.666012,-0.399069,-0.092023
5617.0,-0.670686,-0.41056,-0.110775
5618.0,-0.675333,-0.421985,-0.129488
5619.0,-0.679953,-0.433345,-0.148155
5620.0,-0.684547,-0.444635,-0.166769
5621.0,-0.689114,-0.455856,-0.185324
5622.0,-0.693653,-0.467004,-0.203813
5623.0,-0.698165,-0.478079,-0.222229
5624.0,-0.70265,-0.489078,-0.240567
5625.0,-0.707107,-0.5,-0.258819
5626.0,-0.711536,-0.510843,-0.276979
5627.0,-0.715936,-0.521605,-0.295041
5628.0,-0.720309,-0.532285,-0.312998
5629.0,-0.724653,-0.542881,-0.330844
5630.0,-0.728969,-0.553392,-0.348572
5631.0,-0.733255,-0.563814,-0.366176
5632.0,-0.737513,-0.574148,-0.383651
5633.0,-0.741742,-0.584391,-0.400989
5634.0,-0.745941,-0.594542,-0.418184
5635.0,-0.750111,-0.604599,-0.435231
5636.0,-0.754251,-0.614561,-0.452123
5637.0,-0.758362,-0.624425,-0.468855
5638.0,-0.762443,-0.634191,-0.48542
5639.0,-0.766493,-0.643857,-0.501813
5640.0,-0.770513,-0.653421,-0.518027
5641.0,-0.774503,-0.662881,-0.534057
5642.0,-0.778462,-0.672238,-0.549898
5643.0,-0.782391,-0.681488,-0.565543
5644.0,-0.786288,-0.69063,-0.580987
5645.0,-0.790155,-0.699663,-0.596225
5646.0,-0.79399,-0.708586,-0.611251
5647.0,-0.797794,-0.717397,-0.62606
5648.0,-0.801567,-0.726095,-0.640646
5649.0,-0.805308,-0.734678,-0.655005
5650.0,-0.809017,-0.743145,-0.669131
5651.0,-0.812694,-0.751494,-0.683019
5652.0,-0.816339,-0.759725,-0.696664
5653.0,-0.819952,-0.767836,-0.710062
5654.0,-0.823533,-0.775826,-0.723208
5655.0,-0.827081,-0.783693,-0.736097
5656.0,-0.830596,-0.791437,-0.748724
5657.0,-0.834078,-0.799055,-0.761086
5658.0,-0.837528,-0.806548,-0.773177
5659.0,-0.840945,-0.813913,-0.784993
5660.0,-0.844328,-0.821149,-0.79653
5661.0,-0.847678,-0.828256,-0.807784
5662.0,-0.850994,-0.835232,-0.818751
5663.0,-0.854277,-0.842076,-0.829428
5664.0,-0.857527,-0.848787,-0.839809
5665.0,-0.860742,-0.855364,-0.849893
5666.0,-0.863923,-0.861806,-0.859674
5667.0,-0.867071,-0.868112,-0.86915
5668.0,-0.870184,-0.874281,-0.878317
5669.0,-0.873262,-0.880312,-0.887172
5670.0,-0.876307,-0.886204,-0.895712
5671.0,-0.879316,-0.891955,-0.903933
5672.0,-0.882291,-0.897566,-0.911834
5673.0,-0.885231,-0.903036,-0.91941
5674.0,-0.888136,-0.908362,-0.92666
5675.0,-0.891007,-0.913545,-0.93358
5676.0,-0.893841,-0.918584,-0.940169
5677.0,-0.896641,-0.923478,-0.946424
5678.0,-0.899405,-0.928226,-0.952343
5679.0,-0.902134,-0.932828,-0.957923
5680.0,-0.904827,-0.937282,-0.963163
5681.0,-0.907484,-0.941588,-0.96806
5682.0,-0.910106,-0.945746,-0.972614
5683.0,-0.912692,-0.949754,-0.976822
5684.0,-0.915241,-0.953612,-0.980683
5685.0,-0.917755,-0.957319,-0.984196
5686.0,-0.920232,-0.960876,-0.987359
5687.0,-0.922673,-0.964281,-0.990171
5688.0,-0.925077,-0.967533,-0.992631
5689.0,-0.927445,-0.970633,-0.994739
5690.0,-0.929776,-0.973579,-0.996493
5691.0,-0.932071,-0.976371,-0.997893
5692.0,-0.934329,-0.97901,-0.998939
5693.0,-0.93655,-0.981494,-0.999629
5694.0,-0.938734,-0.983823,-0.999965
5695.0,-0.940881,-0.985996,-0.999945
5696.0,-0.942991,-0.988014,-0.99957
5697.0,-0.945063,-0.989876,-0.99884
5698.0,-0.947098,-0.991581,-0.997755
5699.0,-0.949096,-0.99313,-0.996315
5700.0,-0.951057,-0.994522,-0.994522
5701.0,-0.952979,-0.995757,-0.992375
5702.0,-0.954865,-0.996835,-0.989876
5703.0,-0.956712,-0.997755,-0.987024
5704.0,-0.958522,-0.998518,-0.983823
5705.0,-0.960294,-0.999123,-0.980271
5706.0,-0.962028,-0.99957,-0.976371
5707.0,-0.963724,-0.99986,-0.972125
5708.0,-0.965382,-0.999991,-0.967533
5709.0,-0.967001,-0.999965,-0.962597
5710.0,-0.968583,-0.999781,-0.957319
5711.0,-0.970127,-0.999439,-0.951702
5712.0,-0.971632,-0.998939,-0.945746
5713.0,-0.973099,-0.998281,-0.939454
5714.0,-0.974527,-0.997466,-0.932828
5715.0,-0.975917,-0.996493,-0.925871
5716.0,-0.977268,-0.995363,-0.918584
5717.0,-0.978581,-0.994075,-0.910972
5718.0,-0.979855,-0.992631,-0.903036
5719.0,-0.981091,-0.99103,-0.894779
5720.0,-0.982287,-0.989272,-0.886204
5721.0,-0.983445,-0.987359,-0.877314
5722.0,-0.984564,-0.985289,-0.868112
5723.0,-0.985645,-0.983064,-0.858602
5724.0,-0.986686,-0.980683,-0.848787
5725.0,-0.987688,-0.978148,-0.838671
5726.0,-0.988652,-0.975458,-0.828256
5727.0,-0.989576,-0.972614,-0.817547
5728.0,-0.990461,-0.969616,-0.806548
5729.0,-0.991308,-0.966466,-0.795262
5730.0,-0.992115,-0.963163,-0.783693
5731.0,-0.992883,-0.959707,-0.771847
5732.0,-0.993611,-0.9561,-0.759725
5733.0,-0.994301,-0.952343,-0.747334
5734.0,-0.994951,-0.948434,-0.734678
5735.0,-0.995562,-0.944376,-0.72176
5736.0,-0.996134,-0.940169,-0.708586
5737.0,-0.996666,-0.935814,-0.69516
5738.0,-0.997159,-0.93131,-0.681488
5739.0,-0.997613,-0.92666,-0.667573
5740.0,-0.998027,-0.921863,-0.653421
5741.0,-0.998402,-0.916921,-0.639036
5742.0,-0.998737,-0.911834,-0.624425
5743.0,-0.999033,-0.906603,-0.609592
5744.0,-0.999289,-0.901228,-0.594542
5745.0,-0.999507,-0.895712,-0.579281
5746.0,-0.999684,-0.890054,-0.563814
5747.0,-0.999822,-0.884255,-0.548147
5748.0,-0.999921,-0.878317,-0.532285
5749.0,-0.99998,-0.87224,-0.516234
5750.0,-1.0,-0.866025,-0.5
5751.0,-0.99998,-0.859674,-0.483588
5752.0,-0.999921,-0.853187,-0.467004
5753.0,-0.999822,-0.846565,-0.450254
5754.0,-0.999684,-0.839809,-0.433345
5755.0,-0.999507,-0.832921,-0.416281
5756.0,-0.999289,-0.825902,-0.399069
5757.0,-0.999033,-0.818751,-0.381716
5758.0,-0.998737,-0.811472,-0.364227
5759.0,-0.998402,-0.804064,-0.346608
5760.0,-0.998027,-0.79653,-0.328867
5761.0,-0.997613,-0.78887,-0.311008
5762.0,-0.997159,-0.781085,-0.293039
5763.0,-0.996666,-0.773177,-0.274966
5764.0,-0.996134,-0.765146,-0.256795
5765.0,-0.995562,-0.756995,-0.238533
5766.0,-0.994951,-0.748724,-0.220187
5767.0,-0.994301,-0.740335,-0.201762
5768.0,-0.993611,-0.73183,-0.183265
5769.0,-0.992883,-0.723208,-0.164703
5770.0,-0.992115,-0.714473,-0.146083
5771.0,-0.991308,-0.705624,-0.127411
5772.0,-0.990461,-0.696664,-0.108693
5773.0,-0.989576,-0.687595,-0.089937
5774.0,-0.988652,-0.678416,-0.071149
5775.0,-0.987688,-0.669131,-0.052336
5776.0,-0.986686,-0.659739,-0.033504
5777.0,-0.985645,-0.650244,-0.01466
5778.0,-0.984564,-0.640646,0.004189
5779.0,-0.983445,-0.630947,0.023036
5780.0,-0.982287,-0.621148,0.041876
5781.0,-0.981091,-0.611251,0.0607
5782.0,-0.979855,-0.601257,0.079503
