时间戳,输入,输出
99730.0,-0.911814,0.102178
99740.0,-0.884411,0.102189
99750.0,-0.853553,0.1018
99760.0,-0.819357,0.101013
99770.0,-0.781955,0.099831
99780.0,-0.74149,0.098258
99790.0,-0.698119,0.096301
99800.0,-0.652009,0.093969
99810.0,-0.603339,0.091269
99820.0,-0.552296,0.088212
99830.0,-0.49908,0.084811
99840.0,-0.443897,0.08108
99850.0,-0.386963,0.077032
99860.0,-0.328498,0.072684
99870.0,-0.268732,0.068054
99880.0,-0.207897,0.063158
99890.0,-0.146233,0.058017
99900.0,-0.08398,0.052651
99910.0,-0.021383,0.047082
99920.0,0.041313,0.04133
99930.0,0.10386,0.03542
99940.0,0.166014,0.029373
99950.0,0.227528,0.023215
99960.0,0.28816,0.016969
99970.0,0.347671,0.010661
99980.0,0.405826,0.004314
99990.0,0.462393,-0.002045
100000.0,0.517149,-0.008391
100010.0,0.569877,-0.014701
100020.0,0.620366,-0.020947
100030.0,0.668416,-0.027106
100040.0,0.713836,-0.033154
100050.0,0.756443,-0.039066
100060.0,0.796067,-0.044819
100070.0,0.83255,-0.05039
100080.0,0.865744,-0.055757
100090.0,0.895516,-0.060898
100100.0,0.921746,-0.065794
100110.0,0.944327,-0.070425
100120.0,0.963167,-0.074773
100130.0,0.978189,-0.07882
100140.0,0.98933,-0.08255
100150.0,0.996543,-0.085949
100160.0,0.999798,-0.089003
100170.0,0.999078,-0.091699
100180.0,0.994383,-0.094028
100190.0,0.98573,-0.09598
100200.0,0.97315,-0.097547
100210.0,0.95669,-0.098724
100220.0,0.936414,-0.099505
100230.0,0.9124,-0.099887
100240.0,0.884741,-0.09987
100250.0,0.853544,-0.099452
100260.0,0.818932,-0.098637
100270.0,0.781041,-0.097427
100280.0,0.74002,-0.095827
100290.0,0.696031,-0.093844
100300.0,0.649248,-0.091486
100310.0,0.599855,-0.088762
100320.0,0.54805,-0.085684
100330.0,0.494037,-0.082263
100340.0,0.438032,-0.078514
100350.0,0.380259,-0.074452
100360.0,0.320946,-0.070093
100370.0,0.260332,-0.065455
100380.0,0.198659,-0.060557
100390.0,0.136174,-0.055417
100400.0,0.073127,-0.050058
100410.0,0.009771,-0.044501
100420.0,-0.053638,-0.038768
100430.0,-0.116846,-0.032883
100440.0,-0.179598,-0.026869
100450.0,-0.241641,-0.02075
100460.0,-0.302725,-0.014551
100470.0,-0.362602,-0.008299
100480.0,-0.421031,-0.002016
100490.0,-0.477774,0.00427
100500.0,-0.532601,0.010534
100510.0,-0.58529,0.016752
100520.0,-0.635626,0.022897
100530.0,-0.683404,0.028946
100540.0,-0.728429,0.034872
100550.0,-0.770516,0.040654
100560.0,-0.809495,0.046266
100570.0,-0.845203,0.051686
100580.0,-0.877495,0.056893
100590.0,-0.906238,0.061864
100600.0,-0.931311,0.066581
100610.0,-0.952612,0.071023
100620.0,-0.97005,0.075174
100630.0,-0.983553,0.079015
100640.0,-0.993063,0.082531
100650.0,-0.998538,0.085709
100660.0,-0.999953,0.088535
100670.0,-0.9973,0.090997
100680.0,-0.990587,0.093086
100690.0,-0.979838,0.094794
100700.0,-0.965094,0.096113
100710.0,-0.946413,0.097038
100720.0,-0.923868,0.097566
100730.0,-0.897548,0.097694
100740.0,-0.867559,0.097422
100750.0,-0.83402,0.096751
100760.0,-0.797066,0.095684
100770.0,-0.756845,0.094225
100780.0,-0.71352,0.092381
100790.0,-0.667265,0.090159
100800.0,-0.618269,0.087569
100810.0,-0.56673,0.08462
100820.0,-0.512857,0.081326
100830.0,-0.456869,0.0777
100840.0,-0.398995,0.073757
100850.0,-0.339471,0.069513
100860.0,-0.27854,0.064985
100870.0,-0.216451,0.060193
100880.0,-0.153458,0.055157
100890.0,-0.08982,0.049896
100900.0,-0.025798,0.044433
100910.0,0.038344,0.038791
100920.0,0.102344,0.032992
100930.0,0.165937,0.027061
100940.0,0.228861,0.021023
100950.0,0.290856,0.014901
100960.0,0.351666,0.008722
100970.0,0.411039,0.002512
100980.0,0.468729,-0.003705
100990.0,0.524498,-0.009903
101000.0,0.578112,-0.016055
101010.0,0.629349,-0.022136
101020.0,0.677996,-0.028121
101030.0,0.72385,-0.033986
101040.0,0.766718,-0.039705
101050.0,0.806421,-0.045256
101060.0,0.842793,-0.050615
101070.0,0.875681,-0.055759
101080.0,0.904945,-0.060669
101090.0,0.930462,-0.065322
101100.0,0.952123,-0.069701
101110.0,0.969836,-0.073786
101120.0,0.983525,-0.077561
101130.0,0.993129,-0.08101
101140.0,0.998607,-0.084119
101150.0,0.999931,-0.086875
101160.0,0.997095,-0.089266
101170.0,0.990107,-0.091283
101180.0,0.978993,-0.092918
101190.0,0.963796,-0.094162
101200.0,0.944578,-0.095013
101210.0,0.921415,-0.095465
101220.0,0.894402,-0.095517
101230.0,0.863648,-0.095169
101240.0,0.82928,-0.094423
101250.0,0.791439,-0.093282
101260.0,0.75028,-0.09175
101270.0,0.705973,-0.089835
101280.0,0.658702,-0.087543
101290.0,0.608663,-0.084886
101300.0,0.556062,-0.081874
101310.0,0.501119,-0.07852
101320.0,0.444063,-0.074838
101330.0,0.385131,-0.070844
101340.0,0.32457,-0.066554
101350.0,0.262632,-0.061987
101360.0,0.199576,-0.057162
101370.0,0.135668,-0.0521
101380.0,0.071174,-0.046821
101390.0,0.006367,-0.041349
101400.0,-0.058483,-0.035706
101410.0,-0.123101,-0.029915
101420.0,-0.187215,-0.024003
101430.0,-0.250556,-0.017993
101440.0,-0.312855,-0.011911
101450.0,-0.373848,-0.005783
101460.0,-0.433278,0.000366
101470.0,-0.490893,0.006508
101480.0,-0.546448,0.012619
101490.0,-0.599707,0.018672
101500.0,-0.650443,0.024642
101510.0,-0.698439,0.030503
101520.0,-0.743492,0.036231
101530.0,-0.785407,0.041801
101540.0,-0.824006,0.04719
101550.0,-0.859123,0.052374
101560.0,-0.890606,0.057333
101570.0,-0.918319,0.062044
101580.0,-0.942143,0.066488
101590.0,-0.961972,0.070645
101600.0,-0.977721,0.074499
101610.0,-0.98932,0.078033
101620.0,-0.996716,0.081232
101630.0,-0.999874,0.084083
101640.0,-0.99878,0.086572
101650.0,-0.993434,0.08869
101660.0,-0.983857,0.090428
101670.0,-0.970085,0.091779
101680.0,-0.952175,0.092736
101690.0,-0.930201,0.093296
101700.0,-0.904253,0.093457
101710.0,-0.87444,0.093217
101720.0,-0.840886,0.092578
101730.0,-0.803731,0.091543
101740.0,-0.763133,0.090117
101750.0,-0.719262,0.088305
101760.0,-0.672304,0.086115
101770.0,-0.622457,0.083557
101780.0,-0.569934,0.080642
101790.0,-0.514957,0.077383
101800.0,-0.45776,0.073793
101810.0,-0.398587,0.069889
101820.0,-0.337691,0.065686
101830.0,-0.275331,0.061204
101840.0,-0.211774,0.056461
101850.0,-0.147294,0.051478
101860.0,-0.082165,0.046277
101870.0,-0.016668,0.040879
101880.0,0.048915,0.035309
101890.0,0.114303,0.029591
101900.0,0.179215,0.023748
101910.0,0.243369,0.017807
101920.0,0.306488,0.011794
101930.0,0.368301,0.005733
101940.0,0.42854,-0.000349
101950.0,0.486942,-0.006424
101960.0,0.543256,-0.012468
101970.0,0.597236,-0.018454
101980.0,0.648647,-0.024355
101990.0,0.697266,-0.030147
102000.0,0.742879,-0.035804
102010.0,0.785289,-0.041302
102020.0,0.824307,-0.046617
102030.0,0.859765,-0.051725
102040.0,0.891504,-0.056606
102050.0,0.919386,-0.061236
102060.0,0.943286,-0.065598
102070.0,0.963098,-0.069671
102080.0,0.978733,-0.073437
102090.0,0.99012,-0.076882
102100.0,0.997208,-0.079989
102110.0,0.999961,-0.082745
102120.0,0.998366,-0.085138
102130.0,0.992426,-0.087158
102140.0,0.982164,-0.088796
102150.0,0.967621,-0.090045
102160.0,0.948859,-0.0909
102170.0,0.925955,-0.091357
102180.0,0.899008,-0.091414
102190.0,0.868132,-0.091071
102200.0,0.833458,-0.09033
102210.0,0.795136,-0.089193
102220.0,0.753331,-0.087667
102230.0,0.708223,-0.085757
102240.0,0.660007,-0.083472
102250.0,0.608891,-0.080822
102260.0,0.555099,-0.07782
102270.0,0.498863,-0.074478
102280.0,0.440428,-0.070811
102290.0,0.380049,-0.066835
102300.0,0.317989,-0.062568
102310.0,0.254519,-0.058029
102320.0,0.189918,-0.053237
102330.0,0.124468,-0.048214
102340.0,0.058456,-0.042982
102350.0,-0.007829,-0.037564
102360.0,-0.074094,-0.031985
102370.0,-0.140048,-0.026268
102380.0,-0.205401,-0.020438
102390.0,-0.269865,-0.014523
102400.0,-0.333154,-0.008548
102410.0,-0.394989,-0.002539
102420.0,-0.455097,0.003478
102430.0,-0.51321,0.009474
102440.0,-0.569071,0.015425
102450.0,-0.622433,0.021303
102460.0,-0.673056,0.027083
102470.0,-0.720716,0.032739
102480.0,-0.765199,0.038246
102490.0,-0.806307,0.043579
102500.0,-0.843856,0.048715
102510.0,-0.877676,0.053632
102520.0,-0.907616,0.058306
102530.0,-0.93354,0.062719
102540.0,-0.955329,0.066849
102550.0,-0.972886,0.07068
102560.0,-0.986128,0.074193
102570.0,-0.994993,0.077373
102580.0,-0.999441,0.080206
102590.0,-0.999447,0.08268
102600.0,-0.995009,0.084784
102610.0,-0.986144,0.086508
102620.0,-0.972886,0.087845
102630.0,-0.955294,0.088789
102640.0,-0.933442,0.089335
102650.0,-0.907424,0.089482
102660.0,-0.877355,0.089228
102670.0,-0.843364,0.088576
102680.0,-0.805601,0.087527
102690.0,-0.764232,0.086088
102700.0,-0.71944,0.084264
102710.0,-0.671422,0.082063
102720.0,-0.620391,0.079496
102730.0,-0.566572,0.076574
102740.0,-0.510206,0.073311
102750.0,-0.451542,0.069721
102760.0,-0.390842,0.06582
102770.0,-0.328376,0.061625
102780.0,-0.264424,0.057157
102790.0,-0.19927,0.052435
102800.0,-0.133207,0.04748
102810.0,-0.066531,0.042314
102820.0,0.000459,0.036962
102830.0,0.067462,0.031447
102840.0,0.134178,0.025793
102850.0,0.200305,0.020028
102860.0,0.265546,0.014175
102870.0,0.329607,0.008263
102880.0,0.392197,0.002318
102890.0,0.453035,-0.003634
102900.0,0.511844,-0.009565
102910.0,0.568357,-0.015449
102920.0,0.622319,-0.021259
102930.0,0.673484,-0.026969
102940.0,0.721618,-0.032553
102950.0,0.766502,-0.037985
102960.0,0.807931,-0.043242
102970.0,0.845715,-0.048299
102980.0,0.879681,-0.053133
102990.0,0.909672,-0.057723
103000.0,0.935549,-0.062047
103010.0,0.957193,-0.066086
103020.0,0.974502,-0.069823
103030.0,0.987396,-0.073239
103040.0,0.995811,-0.07632
103050.0,0.999708,-0.079051
103060.0,0.999065,-0.08142
103070.0,0.993882,-0.083417
103080.0,0.984179,-0.085032
103090.0,0.969998,-0.086258
103100.0,0.9514,-0.08709
103110.0,0.928466,-0.087524
103120.0,0.901299,-0.087557
103130.0,0.870018,-0.087191
103140.0,0.834764,-0.086427
103150.0,0.795694,-0.085267
103160.0,0.752985,-0.083719
103170.0,0.706829,-0.081788
103180.0,0.657433,-0.079484
103190.0,0.605023,-0.076818
103200.0,0.549834,-0.073801
103210.0,0.492119,-0.070448
103220.0,0.432138,-0.066775
103230.0,0.370165,-0.062797
103240.0,0.306483,-0.058533
103250.0,0.241382,-0.054004
103260.0,0.175159,-0.049229
103270.0,0.108118,-0.044232
103280.0,0.040566,-0.039034
103290.0,-0.027189,-0.033661
103300.0,-0.094834,-0.028136
103310.0,-0.162058,-0.022485
103320.0,-0.228554,-0.016734
103330.0,-0.294014,-0.01091
103340.0,-0.358135,-0.00504
103350.0,-0.420624,0.000849
103360.0,-0.481189,0.00673
103370.0,-0.539552,0.012577
103380.0,-0.595441,0.018361
103390.0,-0.648596,0.024056
103400.0,-0.698772,0.029636
103410.0,-0.745734,0.035075
103420.0,-0.789263,0.040348
103430.0,-0.829156,0.045431
103440.0,-0.865225,0.050299
103450.0,-0.897302,0.054931
103460.0,-0.925234,0.059305
103470.0,-0.948891,0.063401
103480.0,-0.968159,0.067199
103490.0,-0.982946,0.070683
103500.0,-0.993181,0.073836
103510.0,-0.998813,0.076644
103520.0,-0.999812,0.079093
103530.0,-0.996171,0.081172
103540.0,-0.987904,0.082872
103550.0,-0.975045,0.084185
103560.0,-0.957652,0.085105
103570.0,-0.935801,0.085628
103580.0,-0.909592,0.08575
103590.0,-0.879144,0.085473
103600.0,-0.844595,0.084797
103610.0,-0.806104,0.083725
103620.0,-0.763847,0.082262
103630.0,-0.718019,0.080417
103640.0,-0.668831,0.078196
103650.0,-0.61651,0.075611
103660.0,-0.561298,0.072674
103670.0,-0.503451,0.069398
103680.0,-0.443239,0.0658
103690.0,-0.38094,0.061895
103700.0,-0.316845,0.057703
103710.0,-0.251252,0.053243
103720.0,-0.184468,0.048537
103730.0,-0.116805,0.043605
103740.0,-0.048578,0.038472
103750.0,0.019892,0.033162
103760.0,0.088284,0.027699
103770.0,0.156278,0.02211
103780.0,0.223554,0.016421
103790.0,0.289795,0.010658
103800.0,0.35469,0.004849
103810.0,0.417931,-0.000979
103820.0,0.479222,-0.006798
103830.0,0.538271,-0.012581
103840.0,0.5948,-0.018301
103850.0,0.648541,-0.02393
103860.0,0.699237,-0.029443
103870.0,0.746649,-0.034813
103880.0,0.790549,-0.040014
103890.0,0.83073,-0.045022
103900.0,0.866997,-0.049814
103910.0,0.899178,-0.054367
103920.0,0.927117,-0.058659
103930.0,0.95068,-0.06267
103940.0,0.969752,-0.066382
103950.0,0.984239,-0.069775
103960.0,0.99407,-0.072836
103970.0,0.999195,-0.075548
103980.0,0.999587,-0.0779
103990.0,0.99524,-0.079879
104000.0,0.986172,-0.081478
104010.0,0.972422,-0.082688
104020.0,0.954053,-0.083504
104030.0,0.931149,-0.083921
104040.0,0.903815,-0.083939
104050.0,0.872178,-0.083556
104060.0,0.836385,-0.082775
104070.0,0.796605,-0.0816
104080.0,0.753024,-0.080036
104090.0,0.705846,-0.078092
104100.0,0.655294,-0.075775
104110.0,0.601607,-0.073099
104120.0,0.545038,-0.070074
104130.0,0.485856,-0.066716
104140.0,0.424341,-0.063042
104150.0,0.360786,-0.059068
104160.0,0.295492,-0.054814
104170.0,0.22877,-0.0503
104180.0,0.160939,-0.045548
104190.0,0.092323,-0.040581
104200.0,0.023248,-0.035423
104210.0,-0.045953,-0.030098
104220.0,-0.11495,-0.024632
104230.0,-0.183412,-0.019052
104240.0,-0.25101,-0.013384
104250.0,-0.31742,-0.007655
104260.0,-0.382321,-0.001894
104270.0,-0.445401,0.003873
104280.0,-0.506356,0.009617
104290.0,-0.564891,0.015311
104300.0,-0.620723,0.020927
104310.0,-0.673581,0.026438
104320.0,-0.72321,0.031818
104330.0,-0.769367,0.037041
104340.0,-0.811829,0.042081
104350.0,-0.850387,0.046914
104360.0,-0.884854,0.051518
104370.0,-0.915059,0.055869
104380.0,-0.940855,0.059946
104390.0,-0.962114,0.063731
104400.0,-0.97873,0.067205
104410.0,-0.990619,0.07035
104420.0,-0.997721,0.073152
104430.0,-0.999998,0.075598
104440.0,-0.997435,0.077675
104450.0,-0.990043,0.079374
104460.0,-0.977852,0.080686
104470.0,-0.96092,0.081605
104480.0,-0.939324,0.082127
104490.0,-0.913166,0.082249
104500.0,-0.882571,0.081971
104510.0,-0.847683,0.081294
104520.0,-0.80867,0.080222
104530.0,-0.765717,0.07876
104540.0,-0.719032,0.076915
104550.0,-0.668838,0.074696
104560.0,-0.615377,0.072114
104570.0,-0.558908,0.069182
104580.0,-0.499704,0.065914
104590.0,-0.43805,0.062327
104600.0,-0.374247,0.058437
104610.0,-0.308603,0.054264
104620.0,-0.241439,0.049829
104630.0,-0.17308,0.045152
104640.0,-0.103859,0.040258
104650.0,-0.034116,0.03517
104660.0,0.03581,0.029914
104670.0,0.105578,0.024514
104680.0,0.174845,0.018997
104690.0,0.243271,0.013391
104700.0,0.310522,0.007724
104710.0,0.376266,0.002022
104720.0,0.440181,-0.003686
104730.0,0.501952,-0.009372
104740.0,0.561274,-0.015007
104750.0,0.617853,-0.020565
104760.0,0.671411,-0.026018
104770.0,0.721682,-0.03134
104780.0,0.768417,-0.036502
104790.0,0.811383,-0.041482
104800.0,0.850366,-0.046253
104810.0,0.885172,-0.050793
104820.0,0.915626,-0.055079
104830.0,0.941575,-0.05909
104840.0,0.962889,-0.062807
104850.0,0.979458,-0.06621
104860.0,0.991198,-0.069283
104870.0,0.998048,-0.072012
104880.0,0.99997,-0.074382
104890.0,0.996951,-0.076382
104900.0,0.989003,-0.078002
104910.0,0.976162,-0.079234
104920.0,0.958488,-0.080073
104930.0,0.936066,-0.080513
104940.0,0.909002,-0.080554
104950.0,0.877428,-0.080194
104960.0,0.841497,-0.079437
104970.0,0.801384,-0.078285
104980.0,0.757287,-0.076744
104990.0,0.709419,-0.074823
105000.0,0.658018,-0.07253
105010.0,0.603336,-0.069878
105020.0,0.545641,-0.066879
105030.0,0.48522,-0.06355
105040.0,0.422371,-0.059905
105050.0,0.357405,-0.055964
105060.0,0.290645,-0.051747
105070.0,0.22242,-0.047274
105080.0,0.153072,-0.042567
105090.0,0.082944,-0.037652
105100.0,0.012386,-0.032551
105110.0,-0.05825,-0.027291
105120.0,-0.128611,-0.021898
105130.0,-0.198346,-0.016399
105140.0,-0.267105,-0.010822
105150.0,-0.334545,-0.005194
105160.0,-0.400326,0.000456
105170.0,-0.464119,0.0061
105180.0,-0.525602,0.011709
105190.0,-0.584466,0.017255
105200.0,-0.640414,0.022712
105210.0,-0.693164,0.02805
105220.0,-0.742449,0.033243
105230.0,-0.788018,0.038266
105240.0,-0.829641,0.043092
105250.0,-0.867105,0.047699
105260.0,-0.90022,0.052062
105270.0,-0.928816,0.056159
105280.0,-0.952746,0.059971
105290.0,-0.971886,0.063477
105300.0,-0.986137,0.06666
105310.0,-0.995423,0.069505
105320.0,-0.999695,0.071997
105330.0,-0.998927,0.074123
105340.0,-0.993119,0.075873
105350.0,-0.982298,0.077238
105360.0,-0.966515,0.078211
105370.0,-0.945845,0.078787
105380.0,-0.920391,0.078964
105390.0,-0.890277,0.078741
105400.0,-0.855652,0.078118
105410.0,-0.81669,0.0771
105420.0,-0.773583,0.075691
105430.0,-0.726548,0.073898
105440.0,-0.675819,0.071732
105450.0,-0.621653,0.069203
105460.0,-0.564321,0.066323
105470.0,-0.504112,0.063108
105480.0,-0.441329,0.059574
105490.0,-0.37629,0.05574
105500.0,-0.309324,0.051624
105510.0,-0.24077,0.047247
105520.0,-0.170976,0.042633
105530.0,-0.100295,0.037805
105540.0,-0.029087,0.032787
105550.0,0.042285,0.027605
105560.0,0.113458,0.022286
105570.0,0.184069,0.016856
105580.0,0.253757,0.011344
105590.0,0.322166,0.005778
105600.0,0.388946,0.000186
105610.0,0.453756,-0.005403
105620.0,0.516261,-0.010961
105630.0,0.576141,-0.016458
105640.0,0.633088,-0.021868
105650.0,0.686809,-0.027161
105660.0,0.737026,-0.032312
105670.0,0.78348,-0.037293
105680.0,0.825929,-0.042079
105690.0,0.864155,-0.046646
105700.0,0.897956,-0.05097
105710.0,0.927158,-0.055028
105720.0,0.951607,-0.058801
105730.0,0.971175,-0.062269
105740.0,0.985756,-0.065413
105750.0,0.995273,-0.068218
105760.0,0.999674,-0.07067
105770.0,0.998932,-0.072755
105780.0,0.993048,-0.074464
105790.0,0.982047,-0.075787
105800.0,0.965984,-0.076718
105810.0,0.944938,-0.077252
105820.0,0.919014,-0.077386
105830.0,0.888342,-0.07712
105840.0,0.853077,-0.076455
105850.0,0.813399,-0.075395
105860.0,0.769508,-0.073945
105870.0,0.72163,-0.072113
105880.0,0.670009,-0.069909
105890.0,0.614909,-0.067343
105900.0,0.556614,-0.06443
105910.0,0.495423,-0.061185
105920.0,0.431651,-0.057624
105930.0,0.365626,-0.053766
105940.0,0.297691,-0.049631
105950.0,0.228195,-0.045241
105960.0,0.157499,-0.040619
105970.0,0.085969,-0.035789
105980.0,0.013976,-0.030775
105990.0,-0.058107,-0.025605
106000.0,-0.129904,-0.020304
106010.0,-0.201041,-0.014902
106020.0,-0.271149,-0.009425
106030.0,-0.33986,-0.003904
106040.0,-0.406817,0.001635
106050.0,-0.471669,0.007161
106060.0,-0.534076,0.012646
106070.0,-0.593711,0.018061
106080.0,-0.650262,0.023378
106090.0,-0.703429,0.028569
106100.0,-0.752934,0.033607
106110.0,-0.798515,0.038465
106120.0,-0.839931,0.043118
106130.0,-0.876963,0.047542
106140.0,-0.909413,0.051714
106150.0,-0.937109,0.055611
106160.0,-0.959901,0.059214
106170.0,-0.977669,0.062503
106180.0,-0.990314,0.065461
106190.0,-0.997766,0.068074
106200.0,-0.999984,0.070326
106210.0,-0.996952,0.072207
106220.0,-0.988682,0.073706
106230.0,-0.975214,0.074816
106240.0,-0.956615,0.075532
106250.0,-0.93298,0.075848
106260.0,-0.904429,0.075764
106270.0,-0.871109,0.075281
106280.0,-0.833194,0.0744
106290.0,-0.790878,0.073127
106300.0,-0.744383,0.071468
106310.0,-0.69395,0.069433
106320.0,-0.639844,0.067032
106330.0,-0.582347,0.064278
106340.0,-0.521761,0.061186
106350.0,-0.458403,0.057771
106360.0,-0.392607,0.054053
106370.0,-0.32472,0.050051
106380.0,-0.255098,0.045786
106390.0,-0.18411,0.041281
106400.0,-0.11213,0.03656
106410.0,-0.03954,0.031649
106420.0,0.033277,0.026572
106430.0,0.105934,0.021358
106440.0,0.178046,0.016034
106450.0,0.249229,0.010628
106460.0,0.319104,0.005169
106470.0,0.3873,-0.000314
106480.0,0.453453,-0.005791
106490.0,0.517209,-0.011233
106500.0,0.578227,-0.016612
106510.0,0.636181,-0.021899
106520.0,0.69076,-0.027065
106530.0,0.74167,-0.032083
106540.0,0.788639,-0.036926
106550.0,0.831412,-0.041568
106560.0,0.869758,-0.045985
106570.0,0.90347,-0.050153
106580.0,0.932365,-0.054049
106590.0,0.956284,-0.057654
106600.0,0.975096,-0.060947
106610.0,0.988698,-0.063911
106620.0,0.997012,-0.06653
106630.0,0.999991,-0.068791
106640.0,0.997616,-0.070681
106650.0,0.989894,-0.07219
106660.0,0.976864,-0.07331
106670.0,0.958592,-0.074036
106680.0,0.935172,-0.074363
106690.0,0.906727,-0.074289
106700.0,0.873406,-0.073816
106710.0,0.835385,-0.072946
106720.0,0.792864,-0.071683
106730.0,0.746069,-0.070035
106740.0,0.69525,-0.06801
106750.0,0.640676,-0.06562
106760.0,0.58264,-0.062878
106770.0,0.521451,-0.059798
106780.0,0.457437,-0.056396
106790.0,0.390941,-0.052693
106800.0,0.322322,-0.048707
106810.0,0.251946,-0.044461
106820.0,0.180194,-0.039976
106830.0,0.107451,-0.035279
106840.0,0.034112,-0.030393
106850.0,-0.03943,-0.025346
106860.0,-0.112774,-0.020166
106870.0,-0.185525,-0.014879
106880.0,-0.257289,-0.009515
106890.0,-0.327675,-0.004104
106900.0,-0.396301,0.001327
106910.0,-0.462793,0.006746
106920.0,-0.526791,0.012125
106930.0,-0.587943,0.017434
106940.0,-0.645917,0.022645
106950.0,-0.700396,0.027729
106960.0,-0.75108,0.032658
106970.0,-0.797692,0.037406
106980.0,-0.839975,0.041947
106990.0,-0.877696,0.046256
107000.0,-0.910646,0.050309
107010.0,-0.938643,0.054085
107020.0,-0.961531,0.057563
107030.0,-0.97918,0.060724
107040.0,-0.991493,0.063551
107050.0,-0.998397,0.066029
107060.0,-0.999851,0.068144
107070.0,-0.995843,0.069884
107080.0,-0.986392,0.07124
107090.0,-0.971545,0.072205
107100.0,-0.951381,0.072773
107110.0,-0.926005,0.072942
107120.0,-0.895552,0.07271
107130.0,-0.860188,0.07208
107140.0,-0.820101,0.071054
107150.0,-0.775508,0.069639
107160.0,-0.726651,0.067841
107170.0,-0.673794,0.065672
107180.0,-0.617227,0.063143
107190.0,-0.557255,0.060268
107200.0,-0.494208,0.057064
107210.0,-0.428429,0.053547
107220.0,-0.360278,0.049737
107230.0,-0.290129,0.045656
107240.0,-0.218366,0.041326
107250.0,-0.145384,0.03677
107260.0,-0.071584,0.032015
107270.0,0.002627,0.027086
107280.0,0.076841,0.02201
107290.0,0.150648,0.016817
107300.0,0.223641,0.011534
107310.0,0.295415,0.006191
107320.0,0.365573,0.000817
107330.0,0.433726,-0.004558
107340.0,0.499495,-0.009904
107350.0,0.562516,-0.015191
107360.0,0.622437,-0.02039
107370.0,0.678924,-0.025472
107380.0,0.731663,-0.03041
107390.0,0.780357,-0.035175
107400.0,0.824734,-0.039741
107410.0,0.864545,-0.044084
107420.0,0.899566,-0.048178
107430.0,0.929598,-0.052001
107440.0,0.954472,-0.055532
107450.0,0.974046,-0.058751
107460.0,0.988207,-0.06164
107470.0,0.996872,-0.064184
107480.0,0.99999,-0.066368
107490.0,0.997539,-0.068181
107500.0,0.98953,-0.069611
107510.0,0.976002,-0.070651
107520.0,0.957029,-0.071296
107530.0,0.93271,-0.071542
107540.0,0.90318,-0.071388
107550.0,0.868599,-0.070834
107560.0,0.829157,-0.069884
107570.0,0.785071,-0.068543
107580.0,0.736584,-0.066819
107590.0,0.683964,-0.064721
107600.0,0.627504,-0.062262
107610.0,0.567517,-0.059456
107620.0,0.504336,-0.056317
107630.0,0.438314,-0.052864
107640.0,0.369819,-0.049117
107650.0,0.299233,-0.045096
107660.0,0.226951,-0.040824
107670.0,0.153378,-0.036325
107680.0,0.078926,-0.031625
107690.0,0.004014,-0.02675
107700.0,-0.070938,-0.021728
107710.0,-0.145509,-0.016587
107720.0,-0.219277,-0.011355
107730.0,-0.291828,-0.006064
107740.0,-0.362751,-0.000741
107750.0,-0.431646,0.004582
107760.0,-0.498122,0.009875
107770.0,-0.561804,0.015109
107780.0,-0.622329,0.020254
107790.0,-0.679354,0.025281
107800.0,-0.732555,0.030161
107810.0,-0.781627,0.034867
107820.0,-0.82629,0.039372
107830.0,-0.866289,0.043651
107840.0,-0.901395,0.047679
107850.0,-0.931404,0.051434
107860.0,-0.956144,0.054895
107870.0,-0.97547,0.058041
107880.0,-0.989269,0.060856
107890.0,-0.99746,0.063323
107900.0,-0.999992,0.065427
107910.0,-0.996846,0.067159
107920.0,-0.988036,0.068506
107930.0,-0.973609,0.069463
107940.0,-0.953643,0.070023
107950.0,-0.928248,0.070184
107960.0,-0.897563,0.069945
107970.0,-0.861762,0.069306
107980.0,-0.821043,0.068273
107990.0,-0.775635,0.06685
108000.0,-0.725795,0.065046
108010.0,-0.671802,0.062872
108020.0,-0.613964,0.06034
108030.0,-0.552607,0.057464
108040.0,-0.488079,0.054262
108050.0,-0.420747,0.050751
108060.0,-0.350994,0.046951
108070.0,-0.279217,0.042885
108080.0,-0.205826,0.038576
108090.0,-0.13124,0.034049
108100.0,-0.055884,0.029329
108110.0,0.019809,0.024445
108120.0,0.095406,0.019423
108130.0,0.170472,0.014293
108140.0,0.244578,0.009084
108150.0,0.317297,0.003827
108160.0,0.38821,-0.001449
108170.0,0.456908,-0.006712
108180.0,0.522996,-0.011934
108190.0,0.58609,-0.017083
108200.0,0.645827,-0.02213
108210.0,0.701859,-0.027046
108220.0,0.753861,-0.031802
108230.0,0.801531,-0.036372
108240.0,0.844592,-0.040728
108250.0,0.882791,-0.044846
108260.0,0.915904,-0.048702
108270.0,0.943738,-0.052273
108280.0,0.966128,-0.05554
108290.0,0.98294,-0.058483
108300.0,0.994074,-0.061085
108310.0,0.99946,-0.063331
108320.0,0.999065,-0.065208
108330.0,0.992887,-0.066706
108340.0,0.980956,-0.067816
108350.0,0.963339,-0.068532
108360.0,0.940133,-0.068848
108370.0,0.91147,-0.068765
108380.0,0.877511,-0.068282
108390.0,0.838451,-0.067402
108400.0,0.794512,-0.06613
108410.0,0.745947,-0.064475
108420.0,0.693034,-0.062445
108430.0,0.636079,-0.060052
108440.0,0.57541,-0.057311
108450.0,0.511377,-0.054238
108460.0,0.444352,-0.050851
